StandardizedName	StrainName	Paper	SRA	Coverage	GeographicOrigin	EcoOrigin	Country	Continent	Comment	PositionOnTree	Clade	SuperClade	Ploidy	NbHetSNPs	Heterozygosity	Zygosity	Aneuploidy
XTRA_EWR	SAF3	Han et al. 2021	SRR13317145	202.94	South Africa, Shakadza, Limpopo province	Sorghum beer	South Africa	Africa		1522.0	15. African Beer		3	14940.0	0.00159462	Heterozygous	euploid
XTRA_EWS	SAF4	Han et al. 2021	SRR13317146	295.79	South Africa, Shakadza, Limpopo province	Sorghum beer	South Africa	Africa		1523.0	15. African Beer		3	15050.0	0.00160636	Heterozygous	euploid
XTRA_EWT	SAN11	Han et al. 2021	SRR13317149	279.16	South Africa, Tshikweta, Limpopo province	Guava tree	South Africa	Africa		1520.0	15. African Beer		3	17481.0	0.00186584	Heterozygous	euploid
XTRA_EWU	SAN12	Han et al. 2021	SRR13317150	292.82	South Africa, Tshikweta, Limpopo province	Lychee tree	South Africa	Africa		1515.0	15. African Beer		3	19356.0	0.00206597	Heterozygous	euploid
XTRA_EWV	SAN13	Han et al. 2021	SRR13317151	277.86	South Africa, Tshikweta, Limpopo province	Lychee tree	South Africa	Africa		1516.0	15. African Beer		3	21795.0	0.00232629	Heterozygous	aneu;+1*14;
XTRA_EWW	SAN7	Han et al. 2021	SRR13317171	421.67	South Africa, Tshikweta, Limpopo province	Guava tree	South Africa	Africa		1521.0	15. African Beer		3	17266.0	0.00184289	Heterozygous	euploid
XTRA_EWX	SAN22	Han et al. 2021	SRR13317161	284.94	South Africa, Basani, Limpopo province	Orange tree	South Africa	Africa		1526.0	15. African Beer		3	38643.0	0.00412457	Heterozygous	euploid
XTRA_EWY	SAF1	Han et al. 2021	SRR13317138	313.06	South Africa, Shakadza, Limpopo province	Sorghum beer	South Africa	Africa		1525.0	15. African Beer		3	37187.0	0.00396916	Heterozygous	euploid
XTRA_EWZ	SAF2	Han et al. 2021	SRR13317139	244.17	South Africa, Shakadza, Limpopo province	Sorghum beer	South Africa	Africa		1527.0	15. African Beer		3	38847.0	0.00414634	Heterozygous	euploid
XTRA_EXA	SAF5	Han et al. 2021	SRR13317147	277.49	South Africa, Shakadza, Limpopo province	Sorghum beer	South Africa	Africa		1524.0	15. African Beer		3	38377.0	0.00409618	Heterozygous	euploid
XTRA_EXB	SAN19	Han et al. 2021	SRR13317158	295.39	South Africa, Tshikweta, Limpopo province	Guava tree	South Africa	Africa		1529.0	15. African Beer		2	20425.0	0.00218007	Heterozygous	euploid
XTRA_EXC	SAN16	Han et al. 2021	SRR13317155	235.61	South Africa, Tshikweta, Limpopo province	Guava tree	South Africa	Africa		1532.0	15. African Beer		2	20413.0	0.00217879	Heterozygous	euploid
XTRA_EXD	SAN14	Han et al. 2021	SRR13317152	231.46	South Africa, Tshikweta, Limpopo province	Avocado(tree)	South Africa	Africa		1528.0	15. African Beer		2	19885.0	0.00212243	Heterozygous	euploid
XTRA_EXE	SAN18	Han et al. 2021	SRR13317157	317.67	South Africa, Tshikweta, Limpopo province	Guava tree	South Africa	Africa		1533.0	15. African Beer		2	20410.0	0.00217847	Heterozygous	euploid
XTRA_EXF	SAN15	Han et al. 2021	SRR13317154	335.52	South Africa, Tshikweta, Limpopo province	Guava tree	South Africa	Africa		1531.0	15. African Beer		2	20430.0	0.0021806	Heterozygous	euploid
XTRA_EXG	SAN17	Han et al. 2021	SRR13317156	300.2	South Africa, Tshikweta, Limpopo province	Guava tree	South Africa	Africa		1530.0	15. African Beer		2	20424.0	0.00217996	Heterozygous	euploid
XTRA_EXH	SAN23	Han et al. 2021	SRR13317162	261.45	South Africa, Limpopo province	Muhuyu(tree)	South Africa	Africa		1534.0	15. African Beer		2	20400.0	0.0021774	Heterozygous	euploid
XTRA_EXI	ETPF5	Han et al. 2021	SRR13317116	245.37	Ethiopia, Addis Ababa	Honey wine	Ethiopia	Africa		1865.0	20. Mixed Origins 1	S2. Beer	4	46955.0	0.00501175	Heterozygous	euploid
XTRA_EXJ	ETPF4	Han et al. 2021	SRR13317115	217.18	Ethiopia, Addis Ababa	Honey wine	Ethiopia	Africa		1866.0	20. Mixed Origins 1	S2. Beer	4	44096.0	0.00470659	Heterozygous	euploid
XTRA_EXK	ETPF2	Han et al. 2021	SRR13317113	263.73	Ethiopia, Addis Ababa	Honey wine	Ethiopia	Africa		1471.0			2	27804.0	0.00296767	Heterozygous	euploid
XTRA_EXL	ETPF6	Han et al. 2021	SRR13317117	281.84	Ethiopia, Addis Ababa	Honey wine	Ethiopia	Africa		1472.0			2	27742.0	0.00296105	Heterozygous	euploid
XTRA_EXM	SAN25	Han et al. 2021	SRR13317165	197.68	South Africa, Western Cape	Oak tree	South Africa	Africa		196.0	1. AU Wine 1	S1. Wine	2	1021.0	0.00010898	Heterozygous	euploid
XTRA_EXN	SAN24	Han et al. 2021	SRR13317163	235.12	South Africa, Western Cape	Oak tree	South Africa	Africa		141.0	1. AU Wine 1	S1. Wine	2	4695.0	0.00050112	Heterozygous	euploid
XTRA_EXO	IT_CXC_S1	Basile et al. 2021	SRR11788434	67.308	France	wine	France	Europe		646.0	7. AU Wine 3	S1. Wine	?	11.0	1.17e-06	Homozygous	euploid
XTRA_EXP	IT_CXD_S2	Basile et al. 2021	SRR11788433	75.870843	Italy	wine	Italy	Europe		412.0	5. Georgian Wine	S1. Wine	2	2685.0	0.00028658	Heterozygous	euploid
XTRA_EXQ	IT_CXE_S3	Basile et al. 2021	SRR11788394	80.4174546	Swiss	wine	Switzerland	Europe		790.0	7. AU Wine 3	S1. Wine	?	13.0	1.39e-06	Homozygous	euploid
XTRA_EXR	IT_CXH_S6	Basile et al. 2021	SRR11788383	115.461868	France	wine	France	Europe		676.0	7. AU Wine 3	S1. Wine	?	19.0	2.03e-06	Homozygous	euploid
XTRA_EXS	IT_CXJ_S8	Basile et al. 2021	SRR11788428	99.7917273	France	wine	France	Europe		372.0	4. Commercial Wine	S1. Wine	2	7925.0	0.00084588	Heterozygous	euploid
XTRA_EXT	IT_CXK_S9	Basile et al. 2021	SRR11788417	79.0889008	Italy	wine	Italy	Europe		90.0	1. AU Wine 1	S1. Wine	2	3457.0	0.00036898	Heterozygous	euploid
XTRA_EXU	IT_CXL_S10	Basile et al. 2021	SRR11788406	199.520926	France	wine	France	Europe		715.0	7. AU Wine 3	S1. Wine	2	3183.0	0.00033974	Heterozygous	euploid
XTRA_EXV	IT_CXN_S12	Basile et al. 2021	SRR11788367	115.875893	Italy	wine	Italy	Europe		164.0	1. AU Wine 1	S1. Wine	?	15.0	1.6e-06	Homozygous	euploid
XTRA_EXW	IT_CXQ_S15	Basile et al. 2021	SRR11788360	119.511967	Italy	animal feed	Italy	Europe		1823.0	20. Mixed Origins 1	S2. Beer	3	32156.0	0.00343218	Heterozygous	aneu;-1*1;
XTRA_EXX	IT_CXS_S17	Basile et al. 2021	SRR11788359	119.997099	France	wine	France	Europe		768.0	7. AU Wine 3	S1. Wine	?	14.0	1.49e-06	Homozygous	euploid
XTRA_EXY	IT_CXT_S18	Basile et al. 2021	SRR11788432	106.821074	Italy	wine	Italy	Europe		329.0	4. Commercial Wine	S1. Wine	2	13982.0	0.00149237	Heterozygous	euploid
XTRA_EXZ	IT_CXU_S19	Basile et al. 2021	SRR11788403	132.240372	Italy	wine	Italy	Europe		892.0	8. AU Wine 4	S1. Wine	?	21.0	2.24e-06	Homozygous	euploid
XTRA_EYA	IT_CXV_S20	Basile et al. 2021	SRR11788402	125.908339	Chile	wine	Chile	South America		1114.0	8. AU Wine 4	S1. Wine	?	12.0	1.28e-06	Homozygous	euploid
XTRA_EYB	IT_CXW_S21	Basile et al. 2021	SRR11788401	70.0575868	USA	wine	USA	North America		573.0	6. West Europe Wine	S1. Wine	2	4609.0	0.00049194	Heterozygous	euploid
XTRA_EYC	IT_CXX_S22	Basile et al. 2021	SRR11788400	128.592198	Italy	wine	Italy	Europe		268.0	2. AU Wine 2	S1. Wine	2	6372.0	0.00068012	Heterozygous	euploid
XTRA_EYD	IT_CXZ_S24	Basile et al. 2021	SRR11788399	126.612025	Italy	wine	Italy	Europe		1554.0			?	69.0	7.36e-06	Homozygous	euploid
XTRA_EYE	IT_DBJ_S1	Basile et al. 2021	SRR11788398	98.9871322	Italy	wine	Italy	Europe		326.0	4. Commercial Wine	S1. Wine	2	13729.0	0.00146537	Heterozygous	euploid
XTRA_EYF	IT_DBK_S2	Basile et al. 2021	SRR11788397	104.152215	Italy	wine	Italy	Europe		688.0	7. AU Wine 3	S1. Wine	?	26.0	2.78e-06	Homozygous	euploid
XTRA_EYG	IT_DBL_S3	Basile et al. 2021	SRR11788396	88.8366198	USA	wine	USA	North America		709.0	7. AU Wine 3	S1. Wine	2	4412.0	0.00047092	Heterozygous	euploid
XTRA_EYH	IT_DBM_S4	Basile et al. 2021	SRR11788395	88.0270909	Italy	wine	Italy	Europe		385.0		S1. Wine	2	8296.0	0.00088548	Heterozygous	euploid
XTRA_EYI	IT_DBN_S5	Basile et al. 2021	SRR11788393	137.327703	USA	wine	USA	North America		734.0	7. AU Wine 3	S1. Wine	2	3178.0	0.0003392	Heterozygous	euploid
XTRA_EYJ	IT_DBO_S6	Basile et al. 2021	SRR11788392	83.1773802	France	wine	France	Europe		718.0	7. AU Wine 3	S1. Wine	?	208.0	2.22e-05	Homozygous	euploid
XTRA_EYK	IT_DBP_S7	Basile et al. 2021	SRR11788391	131.790273	Italy	wine	Italy	Europe		89.0	1. AU Wine 1	S1. Wine	2	3454.0	0.00036866	Heterozygous	euploid
XTRA_EYL	IT_DBQ_S8	Basile et al. 2021	SRR11788390	119.550099	Italy	wine	Italy	Europe		281.0	2. AU Wine 2	S1. Wine	2	10145.0	0.00108283	Heterozygous	euploid
XTRA_EYM	IT_DBR_S9	Basile et al. 2021	SRR11788389	120.188678	Italy	wine	Italy	Europe		332.0	4. Commercial Wine	S1. Wine	2	14361.0	0.00153282	Heterozygous	euploid
XTRA_EYN	IT_DBS_S10	Basile et al. 2021	SRR11788388	99.2373967	Italy	wine	Italy	Europe		334.0	4. Commercial Wine	S1. Wine	2	14272.0	0.00152332	Heterozygous	euploid
XTRA_EYO	IT_DBT_S11	Basile et al. 2021	SRR11788387	94.6921984	France	wine	France	Europe		574.0	6. West Europe Wine	S1. Wine	2	4423.0	0.00047209	Heterozygous	euploid
XTRA_EYP	IT_DBU_S12	Basile et al. 2021	SRR11788386	85.8622066	Italy	wine	Italy	Europe		88.0	1. AU Wine 1	S1. Wine	2	3451.0	0.00036834	Heterozygous	euploid
XTRA_EYQ	IT_DBV_S13	Basile et al. 2021	SRR11788385	167.776215	France	wine	France	Europe		285.0	2. AU Wine 2	S1. Wine	2	10716.0	0.00114377	Heterozygous	euploid
XTRA_EYR	IT_DBW_S14	Basile et al. 2021	SRR11788384	130.406603	France	wine	France	Europe		319.0		S1. Wine	2	11764.0	0.00125563	Heterozygous	euploid
XTRA_EYS	IT_DBX_S15	Basile et al. 2021	SRR11788382	99.0967934	USA	wine	USA	North America		411.0	5. Georgian Wine	S1. Wine	2	4555.0	0.00048618	Heterozygous	euploid
XTRA_EYT	IT_DBY_S16	Basile et al. 2021	SRR11788381	86.010595	Italy	wine	Italy	Europe		91.0	1. AU Wine 1	S1. Wine	2	4168.0	0.00044487	Heterozygous	euploid
XTRA_EYU	IT_DBZ_S17	Basile et al. 2021	SRR11788380	84.9183471	France	wine	France	Europe		365.0	4. Commercial Wine	S1. Wine	2	14346.0	0.00153122	Heterozygous	euploid
XTRA_EYV	IT_DCA_S18	Basile et al. 2021	SRR11788379	110.339256	Italy	wine	Italy	Europe		129.0	1. AU Wine 1	S1. Wine	?	15.0	1.6e-06	Homozygous	euploid
XTRA_EYW	IT_DCC_S20	Basile et al. 2021	SRR11788378	80.6883223	Portugal	wine	Portugal	Europe		359.0	4. Commercial Wine	S1. Wine	2	12405.0	0.00132405	Heterozygous	euploid
XTRA_EYX	IT_DDR_S21	Basile et al. 2021	SRR11788377	78.9591074	France	wine	France	Europe		194.0	1. AU Wine 1	S1. Wine	2	3451.0	0.00036834	Heterozygous	euploid
XTRA_EYY	IT_DDS_S22	Basile et al. 2021	SRR11788376	93.8132975	France	wine	France	Europe		611.0	7. AU Wine 3	S1. Wine	?	7.0	7.47e-07	Homozygous	euploid
XTRA_EYZ	IT_DDT_S23	Basile et al. 2021	SRR11788431	93.9481984	France	wine	France	Europe		147.0	1. AU Wine 1	S1. Wine	2	6074.0	0.00064831	Heterozygous	euploid
XTRA_EZA	IT_DDU_S24	Basile et al. 2021	SRR11788430	88.7605537	France	wine	France	Europe		148.0	1. AU Wine 1	S1. Wine	2	5018.0	0.0005356	Heterozygous	euploid
XTRA_EZB	IT_DDV_S25	Basile et al. 2021	SRR11788429	149.844124	France	wine	France	Europe		199.0	1. AU Wine 1	S1. Wine	2	4908.0	0.00052386	Heterozygous	euploid
XTRA_EZC	IT_DDW_S26	Basile et al. 2021	SRR11788427	146.338959	France	wine	France	Europe		575.0	6. West Europe Wine	S1. Wine	2	3872.0	0.00041328	Heterozygous	euploid
XTRA_EZD	IT_DEA_S30	Basile et al. 2021	SRR11788426	101.100248	France	wine	France	Europe		741.0	7. AU Wine 3	S1. Wine	?	15.0	1.6e-06	Homozygous	euploid
XTRA_EZE	IT_DEB_S31	Basile et al. 2021	SRR11788425	139.212025	France	wine	France	Europe		690.0	7. AU Wine 3	S1. Wine	?	35.0	3.74e-06	Homozygous	euploid
XTRA_EZF	IT_DEC_S32	Basile et al. 2021	SRR11788424	143.213306	France	wine	France	Europe		785.0	7. AU Wine 3	S1. Wine	?	30.0	3.2e-06	Homozygous	euploid
XTRA_EZG	IT_DED_S33	Basile et al. 2021	SRR11788423	145.926818	France	wine	France	Europe		674.0	7. AU Wine 3	S1. Wine	2	1334.0	0.00014239	Heterozygous	euploid
XTRA_EZH	IT_DEE_S34	Basile et al. 2021	SRR11788422	107.591876	France	wine	France	Europe		750.0	7. AU Wine 3	S1. Wine	2	2868.0	0.00030612	Heterozygous	euploid
XTRA_EZI	IT_DEF_S35	Basile et al. 2021	SRR11788421	81.5180331	France	wine	France	Europe		782.0	7. AU Wine 3	S1. Wine	?	14.0	1.49e-06	Homozygous	euploid
XTRA_EZJ	IT_DEG_S36	Basile et al. 2021	SRR11788420	95.4632479	France	wine	France	Europe		647.0	7. AU Wine 3	S1. Wine	2	8616.0	0.00091963	Heterozygous	euploid
XTRA_EZK	IT_DEH_S37	Basile et al. 2021	SRR11788419	73.7796198	France	wine	France	Europe		211.0	1. AU Wine 1	S1. Wine	2	10762.0	0.00114868	Heterozygous	euploid
XTRA_EZL	IT_DEI_S38	Basile et al. 2021	SRR11788418	93.0943388	France	rhum	France	Europe		2080.0			2	26043.0	0.0027797	Heterozygous	euploid
XTRA_EZM	IT_DEJ_S39	Basile et al. 2021	SRR11788416	80.1222149	France	wine	France	Europe		743.0	7. AU Wine 3	S1. Wine	?	12.0	1.28e-06	Homozygous	euploid
XTRA_EZN	IT_DEK_S40	Basile et al. 2021	SRR11788415	67.9156612	France	wine	France	Europe		373.0	4. Commercial Wine	S1. Wine	2	7922.0	0.00084556	Heterozygous	euploid
XTRA_EZO	IT_DEL_S41	Basile et al. 2021	SRR11788414	61.3110744	France	wine	France	Europe		645.0	7. AU Wine 3	S1. Wine	2	3107.0	0.00033163	Heterozygous	euploid
XTRA_EZP	IT_DEM_S42	Basile et al. 2021	SRR11788413	82.6010579	France	wine	France	Europe		203.0	1. AU Wine 1	S1. Wine	?	5.0	5.34e-07	Homozygous	euploid
XTRA_EZQ	IT_DEN_S43	Basile et al. 2021	SRR11788412	62.9899091	France	wine	France	Europe		890.0	8. AU Wine 4	S1. Wine	?	11.0	1.17e-06	Homozygous	euploid
XTRA_EZR	IT_DEO_S44	Basile et al. 2021	SRR11788411	90.6746281	France	wine	France	Europe		703.0	7. AU Wine 3	S1. Wine	2	6012.0	0.00064169	Heterozygous	euploid
XTRA_EZS	IT_DEP_S45	Basile et al. 2021	SRR11788410	99.2753554	France	wine	France	Europe		650.0	7. AU Wine 3	S1. Wine	?	22.0	2.35e-06	Homozygous	euploid
XTRA_EZT	IT_DEQ_S46	Basile et al. 2021	SRR11788409	104.437463	France	wine	France	Europe		651.0	7. AU Wine 3	S1. Wine	?	24.0	2.56e-06	Homozygous	euploid
XTRA_EZU	IT_DER_S47	Basile et al. 2021	SRR11788408	63.1053223	France	wine	France	Europe		649.0	7. AU Wine 3	S1. Wine	?	10.0	1.07e-06	Homozygous	euploid
XTRA_EZV	IT_DES_S48	Basile et al. 2021	SRR11788407	153.447744	France	wine	France	Europe		510.0	6. West Europe Wine	S1. Wine	2	2976.0	0.00031764	Heterozygous	euploid
XTRA_EZW	IT_DET_S49	Basile et al. 2021	SRR11788405	59.4348347	France	rhum	France	Europe		2230.0			?	124.0	1.32e-05	Homozygous	euploid
XTRA_EZX	IT_DEU_S50	Basile et al. 2021	SRR11788404	69.0193636	France	wine	France	Europe		708.0	7. AU Wine 3	S1. Wine	?	11.0	1.17e-06	Homozygous	euploid
XTRA_EZY	IT_DEV_S51	Basile et al. 2021	SRR11788375	117.51062	France	wine	France	Europe		292.0	2. AU Wine 2	S1. Wine	2	9949.0	0.00106191	Heterozygous	euploid
XTRA_EZZ	IT_DEW_S52	Basile et al. 2021	SRR11788374	106.957909	France	wine	France	Europe		719.0	7. AU Wine 3	S1. Wine	?	83.0	8.86e-06	Homozygous	euploid
XTRA_FAA	IT_DEX_S53	Basile et al. 2021	SRR11788373	77.6704959	France	wine	France	Europe		271.0	2. AU Wine 2	S1. Wine	2	9491.0	0.00101302	Heterozygous	euploid
XTRA_FAB	A.1728	Fay et al. 2019	SRR8172994	20.3	UK	Wyeast 1728 Scottish Ale	United Kingdom	Europe									euploid
XTRA_FAC	ABM1	Fay et al. 2019	SRR8173053	254.9	France	AB Mauri baking #1	France	Europe		1869.0	20. Mixed Origins 1	S2. Beer	4	50457.0	0.00538554	Heterozygous	euploid
XTRA_FAD	ABM2	Fay et al. 2019	SRR8173054	163.82	France	AB Mauri baking #2	France	Europe		1840.0	20. Mixed Origins 1	S2. Beer	3	38226.0	0.00408006	Heterozygous	aneu;+1*1;+1*14;
XTRA_FAE	ABM3	Fay et al. 2019	SRR8173051	137.54	France	AB Mauri baking #3	France	Europe		2270.0	27. US Clinical 2		3	35469.0	0.00378579	Heterozygous	aneu;+1*6;+1*9;
XTRA_FAF	ABM4	Fay et al. 2019	SRR8173052	250.91	France	AB Mauri baking #4	France	Europe		2271.0	27. US Clinical 2		3	35474.0	0.00378632	Heterozygous	aneu;+1*6;+1*9;
XTRA_FAG	ABM5	Fay et al. 2019	SRR8173049	138.09	France	AB Mauri baking #5	France	Europe		2272.0	27. US Clinical 2		3	34741.0	0.00370809	Heterozygous	aneu;+1*9;
XTRA_FAH	BC217	Fay et al. 2019	SRR8173007	87.63	CA, USA	Matalpha HO::NatMX, derived from BC187, UCD2120, wine barrel, CA, USA	USA	North America		1152.0	8. AU Wine 4	S1. Wine	?	35.0	3.74e-06	Homozygous	euploid
XTRA_FAI	L.Brewferm	Fay et al. 2019	SRR8172928	21.24		Brewferm Lager Yeast											euploid
XTRA_FAJ	YJF153	Fay et al. 2019	SRR8172981	90.76	PA, USA	Mata HO:dsdAMX4, derived from YPS163, oak tree, PA, USA	USA	North America		3022.0	39. Asian Oak	S4. Wild	?	80.0	8.54e-06	Homozygous	euploid
XTRA_FAK	YMD1834	Fay et al. 2019	SRR8172961	167.23	Belgium	Wyeast 1388 Belgian Strong	Belgium	Europe		1341.0	12. Belgium Beer 1		2	13283.0	0.00141776	Heterozygous	aneu;+1*14;
XTRA_FAL	YMD1864	Fay et al. 2019	SRR8172962	194.98	UK	Wyeast 1275 Thames Valley (English)	United Kingdom	Europe		1722.0	19. UK Beer	S2. Beer	4	29005.0	0.00309585	Heterozygous	euploid
XTRA_FAM	YMD1865	Fay et al. 2019	SRR8172983	205.4	UK	Wyeast 1469 W Yorkshire (English)	United Kingdom	Europe		1744.0	19. UK Beer	S2. Beer	4	32997.0	0.00352194	Heterozygous	aneu;-1*6;
XTRA_FAN	YMD1866	Fay et al. 2019	SRR8172984	190.32	UK	Wyeast 1728 Scottish Ale	United Kingdom	Europe		1763.0	19. UK Beer	S2. Beer	4	31894.0	0.00340421	Heterozygous	aneu;+2*1;+2*2;-1*8;
XTRA_FAO	YMD1867	Fay et al. 2019	SRR8172946	210.34	North America	Wyeast 1332 Northwest (American) Ale	North America	North America		1727.0	19. UK Beer	S2. Beer	4	31675.0	0.00338084	Heterozygous	aneu;+1*2;+1*3;+1*9;
XTRA_FAP	YMD1868	Fay et al. 2019	SRR8172945	215.36	Newport, Oregon	Wyeast Rogue Pacman (American)	USA	North America		1704.0	19. UK Beer	S2. Beer	4	23701.0	0.00252973	Heterozygous	euploid
XTRA_FAQ	YMD1869	Fay et al. 2019	SRR8172944	227.74	UK	Wyeast 1098 British Ale	United Kingdom	Europe		1738.0	19. UK Beer	S2. Beer	3	25163.0	0.00268578	Heterozygous	euploid
XTRA_FAR	YMD1870	Fay et al. 2019	SRR8172943	213.15	UK	Wyeast 1028 London Ale	United Kingdom	Europe		1759.0	19. UK Beer	S2. Beer	4	32660.0	0.00348597	Heterozygous	euploid
XTRA_FAS	YMD1871	Fay et al. 2019	SRR8172942	159.94	Germany	Wyeast 2565 Kolsch (German)	Germany	Europe		1694.0	18. Belgium Beer 2	S2. Beer	4	28052.0	0.00299414	Heterozygous	euploid
XTRA_FAT	YMD1872	Fay et al. 2019	SRR8172941	212.34	UK	Wyeast 1318 London Ale III	United Kingdom	Europe		1740.0	19. UK Beer	S2. Beer	4	33473.0	0.00357275	Heterozygous	aneu;-1*1;
XTRA_FAU	YMD1873	Fay et al. 2019	SRR8172940	203.53	Germany	Wyeast 3068 Weihenstephan (German wheat)	Germany	Europe		1654.0		S2. Beer	4	25285.0	0.0026988	Heterozygous	euploid
XTRA_FAW	YMD1875	Fay et al. 2019	SRR8172938	223.19	Belgium	Wyeast 3787 Trappist HG (Belgian)	Belgium	Europe		1671.0	18. Belgium Beer 2	S2. Beer	4	26299.0	0.00280703	Heterozygous	aneu;+1*1;-1*6;+2*9;
XTRA_FAX	YMD1950	Fay et al. 2019	SRR8172937	226.2	Belgium	Wyeast 3463 Forbidden Fruit (Belgian wheat)	Belgium	Europe		1664.0	18. Belgium Beer 2	S2. Beer	4	29122.0	0.00310834	Heterozygous	aneu;-1*1;
XTRA_FAY	YMD1952	Fay et al. 2019	SRR8173055	199.83	Germany	Wyeast 2565 Kolsch (German)	Germany	Europe		1692.0	18. Belgium Beer 2	S2. Beer	4	27942.0	0.00298239	Heterozygous	euploid
XTRA_FAZ	YMD1981	Fay et al. 2019	SRR8173056	169.68	UK	Wyeast 1968 London ESB	United Kingdom	Europe		1735.0	19. UK Beer	S2. Beer	4	32011.0	0.0034167	Heterozygous	aneu;+1*2;
XTRA_FBA	YO1047	Fay et al. 2019	SRR8172976	40.15	South Africa	Soil, South Africa	South Africa	Africa		2818.0	36. North American Wild	S4. Wild	?	220.0	2.35e-05	Homozygous	euploid
XTRA_FBB	YO1112	Fay et al. 2019	SRR8172975	44.0	Honduras	Green coffee beans, Honduras	Honduras	North America		1622.0			?	56.0	5.98e-06	Homozygous	euploid
XTRA_FBC	YO1114	Fay et al. 2019	SRR8172978	86.38	Mexico	Green coffee beans, Mexico	Mexico	North America		2690.0		S4. Wild	?	93.0	9.93e-06	Homozygous	aneu;+1*8;
XTRA_FBD	YO1128	Fay et al. 2019	SRR8172977	63.62	Yemen	Green coffee beans, Ismaili District - Yemen	Yemen	Asia		1836.0	20. Mixed Origins 1	S2. Beer	3	37692.0	0.00402306	Heterozygous	euploid
XTRA_FBE	YO1133	Fay et al. 2019	SRR8172974	366.98	Ethiopia	Green coffee beans, Yirgacheffe - Ethiopia	Ethiopia	Africa		1835.0	20. Mixed Origins 1	S2. Beer	3	35501.0	0.00378921	Heterozygous	aneu;-1*1;
XTRA_FBF	YO1164	Fay et al. 2019	SRR8172973	310.98	San Jacinto, CA - United States	D. pseudoobscura, San Jacinto, CA - United States	USA	North America		1805.0	20. Mixed Origins 1	S2. Beer	3	43588.0	0.00465237	Heterozygous	aneu;+2*1;+1*11;+1*3;
XTRA_FBG	YO1201	Fay et al. 2019	SRR8173041	306.62	Java, Indenosia	Green coffee beans, Java - Indonesia	Indonesia	Asia		1826.0	20. Mixed Origins 1	S2. Beer	3	32823.0	0.00350337	Heterozygous	aneu;-1*4;
XTRA_FBH	YO1225	Fay et al. 2019	SRR8173042	166.68	Nueva Segovia - Nicaragua	Green coffee beans, Nueva Segovia - Nicaragua	Nicaragua	North America		1246.0	10. AU Wine 6	S1. Wine	?	64.0	6.83e-06	Homozygous	euploid
XTRA_FBI	YO1348	Fay et al. 2019	SRR8173043	69.93	Huehuetenango - Guatemala	Green coffee beans, Huehuetenango - Guatemala	Guatemala	North America		1623.0			?	27.0	2.88e-06	Homozygous	euploid
XTRA_FBJ	YO1480	Fay et al. 2019	SRR8173044	136.09	West Rwanda - Rwanda	Green coffee beans, Nkanka, West Rwanda - Rwanda	Rwanda	Africa		2144.0			?	177.0	1.89e-05	Homozygous	euploid
XTRA_FBK	YO1487	Fay et al. 2019	SRR8173037	95.76	Nyeri District - Kenya	Green coffee beans, Nyeri District - Kenya	Kenya	Africa		2229.0			?	223.0	2.38e-05	Homozygous	euploid
XTRA_FBL	YO1599	Fay et al. 2019	SRR8173038	83.9	Santa Barbara - Colombia	Green coffee beans, Santa Barbara - Colombia	Colombia	South America		2232.0			?	123.0	1.31e-05	Homozygous	euploid
XTRA_FBM	YO1600	Fay et al. 2019	SRR8173039	68.54	San Ignacio Cajamarca - Peru	Green coffee beans, San Ignacio Cajamarca - Peru	Peru	South America		1252.0		S1. Wine	?	107.0	1.14e-05	Homozygous	euploid
XTRA_FBN	YO317	Fay et al. 2019	SRR8173040	53.45	Philippines	Coconut, Philippines	Philippines	Asia		2641.0			?	133.0	1.42e-05	Homozygous	euploid
XTRA_FBO	YO367	Fay et al. 2019	SRR8173045	341.14	Evolution Canyon - Israel	South facing shady spot, Station 2, Evolution Canyon - Israel	Israel	Asia		1792.0	20. Mixed Origins 1	S2. Beer	4	46506.0	0.00496383	Heterozygous	aneu;-1*5;
XTRA_FBP	YO374	Fay et al. 2019	SRR8173046	35.83	Evolution Canyon - Israel	Shady spot, Station 6, Evolution Canyon - Israel	Israel	Asia		2283.0			2	17863.0	0.00190661	Heterozygous	aneu;+1*1;+2*8;
XTRA_FBQ	YO376	Fay et al. 2019	SRR8173022	39.08	Evolution Canyon - Israel	Sunny spot, Evolution Canyon - Israel	Israel	Asia		1612.0	17. Israel Wild		?	330.0	3.52e-05	Homozygous	euploid
XTRA_FBR	YO397	Fay et al. 2019	SRR8173021	36.8	California - United States	Beetle from infested Prunus Bokhariensis, California - United States	USA	North America		1588.0			?	60.0	6.4e-06	Homozygous	euploid
XTRA_FBS	YO416	Fay et al. 2019	SRR8173020	65.4	Ghana	Cacao fermentation, Ghana	Ghana	Africa		2169.0	26. West African Cocoa		2	12071.0	0.0012884	Heterozygous	euploid
XTRA_FBT	YO419	Fay et al. 2019	SRR8173019	64.18	Ghana	Cacao fermentation, Ghana	Ghana	Africa		2149.0	26. West African Cocoa		2	9370.0	0.00100011	Heterozygous	euploid
XTRA_FBU	YO465	Fay et al. 2019	SRR8173026	318.58	Gothenburg - Sweden	Fish gut, Gothenburg - Sweden	Sweden	Europe		1812.0	20. Mixed Origins 1	S2. Beer	4	43009.0	0.00459057	Heterozygous	euploid
